COD_RH;                 AUTOR;                TITULO;                AÑO;                LUGAR;                REVISTA;                EDITORIAL;                ISSN
1213490;Eduyn Ramiro Lopez Santana;Multi-agent Approach for Solving the Dynamic Home Health Care Routing Problem;2016;Alemania;COMMUNICATIONS IN COMPUTER AND INFORMATION SCIENCE;Springer Science and Business Media Deutschland GmbH;1865-0929               
1213490;Eduyn Ramiro Lopez Santana;A Knowledge-Based Expert System for Scheduling in Services Systems;2016;Alemania;COMMUNICATIONS IN COMPUTER AND INFORMATION SCIENCE;Springer Science and Business Media Deutschland GmbH;1865-0929               
1213490;Eduyn Ramiro Lopez Santana;Use of soft-computing techniques applied in research related to agricultural policies from 2005 to 2019;2020;India;INTERNATIONAL JOURNAL OF MECHANICAL AND PRODUCTION ENGINEERING RESEARCH AND DEVELOPMENT;Transstellar Journal Publications and Research Consultancy Private Limited TJPRC;2249-8001               
1213490;Eduyn Ramiro Lopez Santana;An expert system to classifying and scheduling of service systems;2020;India;INTERNATIONAL JOURNAL OF MECHANICAL AND PRODUCTION ENGINEERING RESEARCH AND DEVELOPMENT;Transstellar Journal Publications and Research Consultancy Private Limited TJPRC;2249-8001               
1213490;Eduyn Ramiro Lopez Santana;"A column generation approach for solving a green bi-objective inventory routing problem.			";2016;Alemania;LECTURE NOTES IN COMPUTER SCIENCE;springer verlag;0302-9743               
1213490;Eduyn Ramiro Lopez Santana;Modelo metodológico para programación de tareas en sistemas de servicios: un enfoque de ingeniería de software;2016;Colombia;Redes De Ingenieria;Editorial UD Editorial Universidad Distrital Francisco José de Caldas;2248-762X               
1213490;Eduyn Ramiro Lopez Santana;A Hybrid Scatter Search Algorithm to Solve the Capacitated Arc Routing Problem with Refill Points;2016;Alemania;LECTURE NOTES IN COMPUTER SCIENCE;springer verlag;0302-9743               
1213490;Eduyn Ramiro Lopez Santana;A Hybrid Mixed-Integer Optimization and Clustering Approach to Selective Collection Services Problem of Domestic Solid Waste;2016;Colombia;INGENIERIA;;0121-750X               
1213490;Eduyn Ramiro Lopez Santana;A non-linear optimization model and ANFIS-based approach to knowledge acquisition to classify service systems;2016;Alemania;LECTURE NOTES IN COMPUTER SCIENCE;springer verlag;0302-9743               
1213490;Eduyn Ramiro Lopez Santana;A Variable Neighborhood Search Approach for the Capacitated m-Ring-Star Problem;2016;Alemania;LECTURE NOTES IN COMPUTER SCIENCE;springer verlag;0302-9743               
1213490;Eduyn Ramiro Lopez Santana;"A Simulation Model for the Attention to Users in Emergency Situations in the City of Bogotá	";2018;Alemania;COMMUNICATIONS IN COMPUTER AND INFORMATION SCIENCE;Springer Science and Business Media Deutschland GmbH;1865-0929               
1213490;Eduyn Ramiro Lopez Santana;A Two-Phase Method to Periodic Vehicle Routing Problem with Variable Service Frequency;2018;Alemania;LECTURE NOTES IN COMPUTER SCIENCE;springer verlag;0302-9743               
1213490;Eduyn Ramiro Lopez Santana;A fuzzy linear fractional programming approach to design of distribution networks;2018;Alemania;COMMUNICATIONS IN COMPUTER AND INFORMATION SCIENCE;Springer Science and Business Media Deutschland GmbH;1865-0929               
1213490;Eduyn Ramiro Lopez Santana;Big Data Tools for Smart Cities;2018;Alemania;LECTURE NOTES IN COMPUTER SCIENCE;springer verlag;0302-9743               
1213490;Eduyn Ramiro Lopez Santana;A Mathematical Model Under Uncertainty for Optimizing Medicine Logistics in Hospitals;2018;Alemania;COMMUNICATIONS IN COMPUTER AND INFORMATION SCIENCE;Springer Science and Business Media Deutschland GmbH;1865-0929               
1213490;Eduyn Ramiro Lopez Santana;A Note About the (x, y) Coordinates of the Centroid of a Fuzzy Set;2018;Alemania;COMMUNICATIONS IN COMPUTER AND INFORMATION SCIENCE;Springer Science and Business Media Deutschland GmbH;1865-0929               
1213490;Eduyn Ramiro Lopez Santana;A Rule-Based System to Scheduling and Routing Problem in Home Health Care Services;2018;Alemania;LECTURE NOTES IN COMPUTER SCIENCE;springer verlag;0302-9743               
1213490;Eduyn Ramiro Lopez Santana;A Hybrid Rule-Based and Fuzzy Logic Model to Diagnostic Financial Area for MSMEs;2018;Alemania;LECTURE NOTES IN COMPUTER SCIENCE;springer verlag;0302-9743               
1213490;Eduyn Ramiro Lopez Santana;A Rule-Based System to Classify Scheduling Problems and Solution Techniques for Service Systems;2018;Alemania;LECTURE NOTES IN COMPUTER SCIENCE;springer verlag;0302-9743               
201014;Alexandra Maria López Sevillano;Services cloud under HSTS, Strengths and weakness before an attack of man in the middle MITM;2017;;IEEE CLOUD COMPUTING;Institute Of Electrical And Electronics Engineers Inc;2325-6095               
201014;Alexandra Maria López Sevillano;Integration model for health services in the colombian social security system;2014;Colombia;Tecnura;Editorial UD Editorial Universidad Distrital Francisco José de Caldas;2248-7638               
201014;Alexandra Maria López Sevillano;Prestación de servicios de salud-red de urgencias y seguimiento al paciente en el modelo de salud colombiano;2016;Colombia;Ingenium;UNIVERSIDAD DE SAN BUENAVENTURA;0124-7492               
201014;Alexandra Maria López Sevillano;IMAGES COMPRESSION PROCESS IN THE RADIOLOGICAL SERVICE UNIT AS AN INFRASTRUCTURE COMPONENT IN THE COLOMBIAN HEALTH MODEL.;2015;Colombia;TECCIENCIA;;1909-3667               
201014;Alexandra Maria López Sevillano;Proposal to Handle the Interoperability of Clinical Information Systems Across Different Stakeholders;2015;Colombia;LECTURE NOTES IN COMPUTER SCIENCE;springer verlag;0302-9743               
224235;Joaquin Javier Meza Alvarez;Revisión sobre algoritmos de optimización multi-objetivo genéticos y basados en enjambres de partículas;2015;Colombia;Redes De Ingenieria;Editorial UD Editorial Universidad Distrital Francisco José de Caldas;2248-762X               
224235;Joaquin Javier Meza Alvarez;Proposal of a multi-objective optimization algorithm based upon a model of particles with vorticity behavior;2015;;ADVANCES IN INFORMATION SCIENCES AND SERVICE SCIENCES;Advanced Institute of Convergence Information Technology Research Center;1976-3700               
833975;EDWIN EDUARDO MILLAN ROJAS;SISTEMAS TUTORES INTELIGENTES COMO APOYO EN EL PROCESO DE APRENDIZAJE;2015;Colombia;Redes De Ingenieria;Editorial UD Editorial Universidad Distrital Francisco José de Caldas;2248-762X               
833975;EDWIN EDUARDO MILLAN ROJAS;Simulación de una red Grid con máquinas virtuales para crear un entorno de aprendizaje de la computación de alto desempeño;2016;Colombia;REVISTA FACULTAD DE INGENIERIA UNIVERSIDAD PEDAGOGICA Y TECNOLOGICA DE COLOMBIA;;0121-1129               
833975;EDWIN EDUARDO MILLAN ROJAS;Del aula tradicional hacia los metaversos: una revisión de literatura;2024;Colombia;ACADEMIA Y VIRTUALIDAD;;2011-0731               
833975;EDWIN EDUARDO MILLAN ROJAS;Estrategias de marketing verde para el ecoturismo sustentable en el Cañón del río Combeima (Colombia);2021;;Revista Aglala;;2215-7360               
833975;EDWIN EDUARDO MILLAN ROJAS;Scientific literature on information and communication technologies in ecotourism;2023;Colombia;Scientia Et Technica;Editorial Universidad Tecnológica de Pereira;0122-1701               
833975;EDWIN EDUARDO MILLAN ROJAS;B-LEARNING: UNA MIRADA A LOS DIFERENTES MODELOS DE IMPLEMENTACIÓN;2013;Colombia;Ingenierías  Amazonia;Universidad de la Amazonia;1692-7389               
833975;EDWIN EDUARDO MILLAN ROJAS;Micorrizas arbusculares y las técnicas de visión artificial para su identificación;2022;Colombia;TecnoLógicas;Instituto Tecnológico Metropolitano;0123-7799               
833975;EDWIN EDUARDO MILLAN ROJAS;Determinantes estratégicos para el ecoturismo a partir de la pandemia covid-19;2023;Colombia;Tendencias;Universidad De Narino;2539-0554               
833975;EDWIN EDUARDO MILLAN ROJAS;Servicio Amazon Web Services de clasificación primaria de imágenes de fuentes hídricas del piedemonte amazónico que usan redes neuronales-Service Amazon Web Services primary classification images of the Amazon piedmont water sources using neural networks;2014;Colombia;REVISTA CIENTIFICA;;0124-2253               
833975;EDWIN EDUARDO MILLAN ROJAS;DINÁMICA DEL FUNCIONAMIENTO Y RETOS DEL MERCADO CAMPESINO COOPMERCASAN DE FLORENCIA (CAQUETÁ);2020;Colombia;Investigación  Desarrollo;Editorial Universidad del Norte;0121-3261               
833975;EDWIN EDUARDO MILLAN ROJAS;New methodological approaches and paradigms in the pedagogy of systems engineering;2022;Colombia;INGENIERIA SOLIDARIA;;1900-3102               
833975;EDWIN EDUARDO MILLAN ROJAS;Diseño de una interfaz neuronal para personas con discapacidad motora;2017;Colombia;Redes De Ingenieria;Editorial UD Editorial Universidad Distrital Francisco José de Caldas;2248-762X               
833975;EDWIN EDUARDO MILLAN ROJAS;Aplicación móvil para el uso del marketing digital, dirigido a empresas en el Caquetá ¿App PubliCaq¿;2017;Colombia;Revista De La Facultad De Ciencias Contables, Económicas Y Administrativas;;2539-4703               
833975;EDWIN EDUARDO MILLAN ROJAS;Desarrollo de un contenedor y clasificador automático de material reciclable como estrategia de economía circular en el contexto educativo;2021;Colombia;Ingeniería Y Desarrollo;Editorial Universidad del Norte;2145-9371               
833975;EDWIN EDUARDO MILLAN ROJAS;Procesamiento Inteligente de imagenes Digitales de ecosistemas Acuaticos Amazonicos basado en computacion GRID enfocada a la gestion del Conocimiento;2009;Colombia;Momentos De Ciencia;Universidad de la Amazonia;1692-5491               
833975;EDWIN EDUARDO MILLAN ROJAS;Hacia una nueva concepción epistemológica de la metodología científica;2016;Colombia;REVISTA CIENTIFICA;;0124-2253               
833975;EDWIN EDUARDO MILLAN ROJAS;Estrategia basada en teletrabajo para contribuir a la inclusión sociolaboral de los internos preliberados de la penitenciaria las Heliconias;2017;Colombia;REVISTA CIENTIFICA;;0124-2253               
833975;EDWIN EDUARDO MILLAN ROJAS;Uso de la realidad aumentada, gamificación y m-learning;2020;Colombia;REVISTA FACULTAD DE INGENIERIA UNIVERSIDAD PEDAGOGICA Y TECNOLOGICA DE COLOMBIA;;0121-1129               
833975;EDWIN EDUARDO MILLAN ROJAS;Aproximación teórico-práctica al concepto de Valor Ganado en la gestión de proyectos;2020;Colombia;Revista Criterios;Editorial Bonaventuriana;2011-5733               
833975;EDWIN EDUARDO MILLAN ROJAS;Contexto y condiciones del eco marketing para promocionar el turismo de naturaleza;2021;Colombia;Revista Eia;ESCUELA DE INGENIERA DE ANTIOQUIA;1794-1237               
833975;EDWIN EDUARDO MILLAN ROJAS;Los colectivos de las víctimas en aspectos sociodemográficos, formación, trayectorias laborales y expectativas de inserción laboral : revisión bibliográfica;2021;Colombia;Palobra;Imprenta Universidad de Cartagena;1657-0111               
833975;EDWIN EDUARDO MILLAN ROJAS;Lineamientos participativos para el fortalecimiento del proceso de empresarización del sector agropecuario en el Caquetá;2020;Colombia;EQUIDAD Y DESARROLLO;;1692-7311               
833975;EDWIN EDUARDO MILLAN ROJAS;ECOTURISMO IMPLEMENTADO EN EL MUNDO GLOBALIZADO COMO ALTERNATIVA DE DESARROLLO ECONÓMICO Y SOCIAL;2020;Colombia;CLIO AMERICA;;2389-7848               
833975;EDWIN EDUARDO MILLAN ROJAS;Estrategia para afrontar la deserción universitaria desde las tecnologías de la información y las comunicaciones;2016;Colombia;REVISTA CIENTIFICA;;0124-2253               
833975;EDWIN EDUARDO MILLAN ROJAS;Una ventana hacia un Caquetá inimaginable¿, experiencia para articular la lógica y la solución de problemas en ingeniería;2016;Colombia;REVISTA CIENTIFICA;;0124-2253               
833975;EDWIN EDUARDO MILLAN ROJAS;Realidad aumentada: Estrategia didáctica para fortalecer los procesos de Enseñanza y Aprendizaje en el programa Ingeniería de Sistemas de la Universidad de la Amazonia;2016;Colombia;Tecné, Episteme y Didaxis;UNIVERSIDAD PEDAGGICA NACIONAL;0121-3814               
833975;EDWIN EDUARDO MILLAN ROJAS;Natural vector multi-agents geo-inspired in environmental management;2017;Brasil;REVISTA AMBIENTE E AGUA;Instituto de Pesquisas Ambientais em Bacias Hidrograficas IPABHi;1980-993X               
833975;EDWIN EDUARDO MILLAN ROJAS;Application of augmented reality as a means of interdisciplinary Learning;2019;Colombia;Scientia Et Technica;Editorial Universidad Tecnológica de Pereira;0122-1701               
833975;EDWIN EDUARDO MILLAN ROJAS;Capitalismo y ética: una relación de tensiones;2019;Colombia;Economicas Cuc;ACUC;0120-3932               
833975;EDWIN EDUARDO MILLAN ROJAS;Aprendizaje idioma inglés mediado por subtítulos presentados en medios audiovisuales;2019;Colombia;INCLUSIN Y DESARROLLO;Universidad Minuto De Dios;2389-7341               
833975;EDWIN EDUARDO MILLAN ROJAS;Aplicación de los metaversos y la realidad virtual en la enseñanza;2019;Colombia;ENTRE CIENCIA E INGENIERIA;;1909-8367               
833975;EDWIN EDUARDO MILLAN ROJAS;Variables generadoras de la repitencia y procrastrinación en estudiantes de Lógica y algoritmos I y II en la Universidad de la Amazonia;2019;Colombia;Encuentros;Universidad Autonoma Del Caribe;1692-5858               
833975;EDWIN EDUARDO MILLAN ROJAS;Metodología para la actualización de zonas de riesgo por inundación en el municipio de Florencia-Caquetá mediante sobrevuelos de aeronaves remotamente tripulada;2018;Colombia;INGENIERIA SOLIDARIA;;1900-3102               
833975;EDWIN EDUARDO MILLAN ROJAS;Diseño de un curso virtual de alfabetización digital para docentes de la Universidad de la Amazonia;2019;Colombia;REVISTA CIENTIFICA;;0124-2253               
833975;EDWIN EDUARDO MILLAN ROJAS;Planeación y elaboración de OVAS como estrategia de interacción y reforzamiento de saberes en el aula y fuera de ella;2018;Colombia;Tecné, Episteme y Didaxis;UNIVERSIDAD PEDAGGICA NACIONAL;0121-3814               
833975;EDWIN EDUARDO MILLAN ROJAS;Geo-inspired model: Agents vectors naturals inspired by the environmental management (AVNG) of water tributaries;2017;Colombia;Tecnura;Editorial UD Editorial Universidad Distrital Francisco José de Caldas;2248-7638               
